date,gap_days,year,month
2024-08-17,3.0,2024,8
2024-08-17,0.0,2024,8
2024-08-23,6.0,2024,8
2024-08-23,0.0,2024,8
2024-08-24,1.0,2024,8
2024-08-24,0.0,2024,8
2024-08-24,0.0,2024,8
2024-08-26,2.0,2024,8
2024-08-28,2.0,2024,8
2024-08-29,1.0,2024,8
2024-08-29,0.0,2024,8
2024-09-02,4.0,2024,9
2024-09-04,2.0,2024,9
2024-09-04,0.0,2024,9
2024-09-07,3.0,2024,9
2024-09-10,3.0,2024,9
2024-09-10,0.0,2024,9
2024-09-11,1.0,2024,9
2024-09-16,5.0,2024,9
2024-09-16,0.0,2024,9
2024-09-19,3.0,2024,9
2024-09-21,2.0,2024,9
2024-09-21,0.0,2024,9
2024-09-22,1.0,2024,9
2024-09-22,0.0,2024,9
2024-09-28,6.0,2024,9
2024-09-28,0.0,2024,9
2024-10-01,3.0,2024,10
2024-10-01,0.0,2024,10
2024-10-01,0.0,2024,10
2024-10-04,3.0,2024,10
2024-10-04,0.0,2024,10
2024-10-09,5.0,2024,10
2024-10-10,1.0,2024,10
2024-10-10,0.0,2024,10
2024-10-13,3.0,2024,10
2024-10-16,3.0,2024,10
2024-10-16,0.0,2024,10
2024-10-22,6.0,2024,10
2024-10-22,0.0,2024,10
2024-10-25,3.0,2024,10
2024-10-28,3.0,2024,10
2024-10-28,0.0,2024,10
2024-11-03,6.0,2024,11
2024-11-03,0.0,2024,11
2024-11-06,3.0,2024,11
2024-11-06,0.0,2024,11
2024-11-09,3.0,2024,11
2024-11-09,0.0,2024,11
2024-11-15,6.0,2024,11
2024-11-15,0.0,2024,11
2024-11-18,3.0,2024,11
2024-11-21,3.0,2024,11
2024-11-21,0.0,2024,11
2024-11-26,5.0,2024,11
2024-11-26,0.0,2024,11
2024-11-27,1.0,2024,11
2024-11-27,0.0,2024,11
2024-11-30,3.0,2024,11
2024-11-30,0.0,2024,11
2024-11-30,0.0,2024,11
2024-12-03,3.0,2024,12
2024-12-03,0.0,2024,12
2024-12-09,6.0,2024,12
2024-12-09,0.0,2024,12
2024-12-12,3.0,2024,12
2024-12-15,3.0,2024,12
2024-12-15,0.0,2024,12
2024-12-21,6.0,2024,12
2024-12-21,0.0,2024,12
2024-12-24,3.0,2024,12
2024-12-24,0.0,2024,12
2024-12-24,0.0,2024,12
2024-12-27,3.0,2024,12
2024-12-27,0.0,2024,12
2024-12-28,1.0,2024,12
2024-12-28,0.0,2024,12
2025-01-01,4.0,2025,1
2025-01-02,1.0,2025,1
2025-01-02,0.0,2025,1
2025-01-05,3.0,2025,1
2025-01-08,3.0,2025,1
2025-01-08,0.0,2025,1
2025-01-14,6.0,2025,1
2025-01-14,0.0,2025,1
2025-01-15,1.0,2025,1
2025-01-17,2.0,2025,1
2025-01-20,3.0,2025,1
2025-01-20,0.0,2025,1
2025-01-26,6.0,2025,1
2025-01-26,0.0,2025,1
2025-01-29,3.0,2025,1
2025-01-29,0.0,2025,1
2025-02-01,3.0,2025,2
2025-02-01,0.0,2025,2
2025-02-04,3.0,2025,2
2025-02-04,0.0,2025,2
2025-02-07,3.0,2025,2
2025-02-07,0.0,2025,2
2025-02-08,1.0,2025,2
2025-02-08,0.0,2025,2
2025-02-10,2.0,2025,2
2025-02-12,2.0,2025,2
2025-02-13,1.0,2025,2
2025-02-13,0.0,2025,2
2025-02-13,0.0,2025,2
2025-02-13,0.0,2025,2
2025-02-19,6.0,2025,2
2025-02-19,0.0,2025,2
2025-02-22,3.0,2025,2
2025-02-25,3.0,2025,2
2025-02-25,0.0,2025,2
2025-02-26,1.0,2025,2
2025-03-03,5.0,2025,3
2025-03-03,0.0,2025,3
2025-03-06,3.0,2025,3
2025-03-09,3.0,2025,3
2025-03-09,0.0,2025,3
2025-03-12,3.0,2025,3
2025-03-18,6.0,2025,3
2025-03-18,0.0,2025,3
2025-03-18,0.0,2025,3
2025-03-21,3.0,2025,3
2025-03-21,0.0,2025,3
2025-03-22,1.0,2025,3
2025-03-22,0.0,2025,3
2025-03-26,4.0,2025,3
2025-03-27,1.0,2025,3
2025-03-27,0.0,2025,3
2025-03-27,0.0,2025,3
2025-03-27,0.0,2025,3
2025-03-30,3.0,2025,3
2025-04-02,3.0,2025,4
2025-04-02,0.0,2025,4
2025-04-08,6.0,2025,4
2025-04-08,0.0,2025,4
2025-04-09,1.0,2025,4
2025-04-11,2.0,2025,4
2025-04-14,3.0,2025,4
2025-04-14,0.0,2025,4
2025-04-20,6.0,2025,4
2025-04-20,0.0,2025,4
2025-04-23,3.0,2025,4
2025-04-23,0.0,2025,4
2025-05-02,9.0,2025,5
2025-05-02,0.0,2025,5
2025-05-03,1.0,2025,5
2025-05-03,0.0,2025,5
2025-05-05,2.0,2025,5
2025-05-07,2.0,2025,5
2025-05-08,1.0,2025,5
2025-05-08,0.0,2025,5
2025-05-14,6.0,2025,5
2025-05-14,0.0,2025,5
2025-05-17,3.0,2025,5
2025-05-21,4.0,2025,5
2025-05-26,5.0,2025,5
2025-05-26,0.0,2025,5
2025-05-26,0.0,2025,5
2025-05-26,0.0,2025,5
2025-05-29,3.0,2025,5
2025-06-01,3.0,2025,6
2025-06-01,0.0,2025,6
2025-06-04,3.0,2025,6
2025-06-07,3.0,2025,6
2025-06-07,0.0,2025,6
2025-06-10,3.0,2025,6
2025-06-10,0.0,2025,6
2025-06-10,0.0,2025,6
2025-06-14,4.0,2025,6
2025-06-14,0.0,2025,6
2025-06-18,4.0,2025,6
2025-06-19,1.0,2025,6
2025-06-19,0.0,2025,6
2025-06-22,3.0,2025,6
2025-06-23,1.0,2025,6
2025-06-23,0.0,2025,6
2025-06-25,2.0,2025,6
2025-06-25,0.0,2025,6
2025-07-02,7.0,2025,7
2025-07-04,2.0,2025,7
2025-07-07,3.0,2025,7
2025-07-07,0.0,2025,7
2025-07-12,5.0,2025,7
2025-07-12,0.0,2025,7
2025-07-13,1.0,2025,7
2025-07-13,0.0,2025,7
2025-07-16,3.0,2025,7
2025-07-16,0.0,2025,7
2025-07-19,3.0,2025,7
2025-07-19,0.0,2025,7
2025-07-25,6.0,2025,7
2025-07-25,0.0,2025,7
2025-07-28,3.0,2025,7
2025-07-30,2.0,2025,7
2025-07-31,1.0,2025,7
2025-08-04,4.0,2025,8
2025-08-04,0.0,2025,8
2025-08-06,2.0,2025,8
2025-08-09,3.0,2025,8
2025-08-12,3.0,2025,8
2025-08-12,0.0,2025,8
2025-08-18,6.0,2025,8
2025-08-19,1.0,2025,8
2025-08-19,0.0,2025,8
2025-08-21,2.0,2025,8
2025-08-23,2.0,2025,8
2025-08-23,0.0,2025,8
2025-08-24,1.0,2025,8
2025-08-24,0.0,2025,8
2025-08-27,3.0,2025,8
2025-08-28,1.0,2025,8
2025-08-28,0.0,2025,8
2025-08-30,2.0,2025,8
2025-09-01,2.0,2025,9
2025-09-02,1.0,2025,9
2025-09-05,3.0,2025,9
2025-09-05,0.0,2025,9
2025-09-11,6.0,2025,9
2025-09-14,3.0,2025,9
2025-09-17,3.0,2025,9
2025-09-17,0.0,2025,9
2025-09-23,6.0,2025,9
2025-09-26,3.0,2025,9
2025-09-29,3.0,2025,9
2025-09-29,0.0,2025,9
2025-09-30,1.0,2025,9
2025-09-30,0.0,2025,9
2025-10-04,4.0,2025,10
2025-10-04,0.0,2025,10
2025-10-05,1.0,2025,10
2025-10-08,3.0,2025,10
2025-10-11,3.0,2025,10
2025-10-11,0.0,2025,10
2025-10-17,6.0,2025,10
2025-10-20,3.0,2025,10
2025-10-23,3.0,2025,10
2025-10-23,0.0,2025,10
2025-10-29,6.0,2025,10
2025-11-01,3.0,2025,11
2025-11-04,3.0,2025,11
2025-11-04,0.0,2025,11
